scooter, user, initialLoad, finalLoad, sourceX, sourceY, destinationX, destinationY, startTime, endTime
522,51,1,4,4.36593,50.86717,4.37208,50.86792,2017-04-29T23:20:48,2017-04-30T05:15:50
514,409,3,4,4.3663,50.85318,4.3692,50.84329,2017-04-29T23:48:40,2017-04-30T05:16:57
5,183,2,4,4.37617,50.86585,4.3757,50.85097,2017-04-29T22:00:56,2017-04-30T05:19:45
123,167,0,4,4.37031,50.86791,4.36741,50.84998,2017-04-29T22:06:58,2017-04-30T05:20:15
294,316,0,4,4.36349,50.84777,4.37659,50.84457,2017-04-29T22:00:14,2017-04-30T05:25:31
377,499,3,4,4.37633,50.87146,4.36685,50.8697,2017-04-29T22:07:12,2017-04-30T05:28:45
558,35,3,4,4.37178,50.84915,4.37428,50.86406,2017-04-29T22:04:16,2017-04-30T05:28:54
492,369,2,4,4.37333,50.87371,4.36542,50.85949,2017-04-29T22:05:26,2017-04-30T05:30:47
399,152,2,4,4.37853,50.84877,4.37409,50.8729,2017-04-29T22:02:35,2017-04-30T05:31:24
442,400,0,4,4.36565,50.85235,4.36247,50.84925,2017-04-29T22:00:25,2017-04-30T05:31:40
460,429,1,4,4.37673,50.82087,4.37939,50.84449,2017-04-29T22:03:29,2017-04-30T05:34:36
284,67,0,4,4.37685,50.85675,4.3686,50.87214,2017-04-29T22:03:47,2017-04-30T05:38:36
251,168,0,4,4.37669,50.84778,4.37947,50.82745,2017-04-29T22:06:39,2017-04-30T05:38:58
469,527,0,4,4.37453,50.84788,4.36035,50.87984,2017-04-29T22:01:33,2017-04-30T05:39:07
372,323,0,4,4.37593,50.85586,4.36298,50.87776,2017-04-29T23:25:04,2017-04-30T05:39:47
578,394,0,4,4.37491,50.82924,4.37736,50.82564,2017-04-29T22:05:46,2017-04-30T05:40:07
423,161,2,4,4.37643,50.85088,4.36092,50.8318,2017-04-29T22:15:27,2017-04-30T05:41:35
368,425,3,4,4.37271,50.84874,4.37695,50.8676,2017-04-29T22:04:13,2017-04-30T05:42:04
551,529,3,4,4.366,50.83631,4.37295,50.87009,2017-04-29T22:06:31,2017-04-30T05:51:43
307,517,2,4,4.37862,50.85429,4.37848,50.8387,2017-04-29T22:04:53,2017-04-30T05:54:58
446,532,0,4,4.36308,50.82862,4.36946,50.83052,2017-04-29T22:01:24,2017-04-30T05:58:12
362,170,1,4,4.36673,50.8495,4.37736,50.83635,2017-04-29T22:00:14,2017-04-30T05:59:12
321,430,0,4,4.3748,50.86192,4.36041,50.84166,2017-04-29T22:01:50,2017-04-30T06:00:08
310,232,0,4,4.3702,50.84066,4.36772,50.87078,2017-04-29T22:16:36,2017-04-30T06:05:36
501,22,0,4,4.37386,50.83179,4.37908,50.86161,2017-04-29T23:27:09,2017-04-30T06:08:01
400,333,2,4,4.37338,50.84563,4.37748,50.85374,2017-04-29T23:14:47,2017-04-30T06:09:38
455,303,0,4,4.37691,50.86556,4.36389,50.83746,2017-04-29T22:00:44,2017-04-30T06:11:26
107,173,3,4,4.37225,50.84817,4.36801,50.84296,2017-04-29T22:00:31,2017-04-30T06:13:03
447,204,0,4,4.36862,50.84228,4.37031,50.83864,2017-04-29T22:00:20,2017-04-30T06:16:07
461,32,2,4,4.37936,50.85109,4.37687,50.86601,2017-04-29T22:05:43,2017-04-30T06:17:18
430,140,1,4,4.36362,50.84697,4.36726,50.84805,2017-04-29T23:56:56,2017-04-30T06:18:00
67,462,3,4,4.37846,50.85998,4.37426,50.82697,2017-04-29T23:39:56,2017-04-30T06:22:27
244,485,2,4,4.36679,50.85142,4.36695,50.83567,2017-04-29T22:02:47,2017-04-30T06:24:18
379,53,2,4,4.36831,50.86042,4.37356,50.8695,2017-04-29T23:13:07,2017-04-30T06:25:02
516,427,1,4,4.37643,50.84616,4.36902,50.8243,2017-04-29T23:15:50,2017-04-30T06:26:03
78,206,3,4,4.36939,50.85765,4.36486,50.85771,2017-04-29T22:03:17,2017-04-30T06:26:27
408,14,1,4,4.36432,50.8502,4.36738,50.82977,2017-04-29T22:03:06,2017-04-30T06:27:46
298,32,0,4,4.36007,50.84845,4.37081,50.85863,2017-04-29T22:04:02,2017-04-30T06:27:57
313,142,0,4,4.37109,50.86013,4.37496,50.87359,2017-04-29T22:03:09,2017-04-30T06:30:27
289,134,3,4,4.37919,50.86151,4.3783,50.85172,2017-04-29T23:58:44,2017-04-30T06:32:59
28,351,1,4,4.36848,50.86966,4.3754,50.85642,2017-04-29T22:04:23,2017-04-30T06:33:22
350,428,3,4,4.3795,50.85099,4.36844,50.8309,2017-04-29T23:54:40,2017-04-30T06:34:57
238,61,2,4,4.37153,50.86829,4.36986,50.83413,2017-04-29T22:04:50,2017-04-30T06:35:24
196,460,0,4,4.36569,50.83754,4.36162,50.83223,2017-04-29T23:06:04,2017-04-30T06:36:02
195,277,2,4,4.37313,50.84799,4.37527,50.84255,2017-04-29T22:09:39,2017-04-30T06:41:38
515,525,1,4,4.37805,50.87702,4.36215,50.85383,2017-04-29T22:06:01,2017-04-30T06:45:15
332,28,1,4,4.37988,50.83176,4.37428,50.83916,2017-04-29T22:02:08,2017-04-30T06:48:23
526,82,0,4,4.36509,50.83485,4.36929,50.82167,2017-04-29T22:06:27,2017-04-30T06:49:17
433,69,2,4,4.36094,50.84141,4.37348,50.87119,2017-04-29T22:02:55,2017-04-30T06:54:16
30,384,3,4,4.36493,50.83263,4.37175,50.84239,2017-04-29T22:08:39,2017-04-30T06:54:37
524,216,2,4,4.36318,50.87467,4.37038,50.84688,2017-04-29T22:56:10,2017-04-30T06:56:59
10,463,3,4,4.36144,50.86222,4.37613,50.85613,2017-04-30T22:47:48,2017-05-01T05:01:21
456,103,0,4,4.37078,50.87534,4.3628,50.85714,2017-04-30T23:20:05,2017-05-01T05:05:03
34,497,3,4,4.37571,50.86346,4.36578,50.86342,2017-04-30T22:06:37,2017-05-01T05:11:54
421,392,3,4,4.36414,50.83702,4.3751,50.836,2017-04-30T23:24:53,2017-05-01T05:16:23
178,441,1,4,4.36533,50.87254,4.36548,50.87978,2017-04-30T22:00:28,2017-05-01T05:19:08
211,396,0,4,4.36411,50.87554,4.37633,50.8464,2017-04-30T22:01:44,2017-05-01T05:20:40
145,278,3,4,4.3675,50.84378,4.36528,50.85139,2017-04-30T22:00:08,2017-05-01T05:21:42
419,95,1,4,4.3756,50.86147,4.37647,50.85743,2017-04-30T23:32:02,2017-05-01T05:22:21
502,267,0,4,4.36167,50.82949,4.36735,50.84233,2017-04-30T23:27:45,2017-05-01T05:24:00
94,82,2,4,4.36421,50.8481,4.36604,50.8653,2017-04-30T22:28:45,2017-05-01T05:24:27
314,253,0,4,4.36315,50.84688,4.37848,50.8567,2017-04-30T22:06:33,2017-05-01T05:25:34
410,265,3,4,4.37042,50.82614,4.37985,50.87408,2017-04-30T22:32:57,2017-05-01T05:28:25
169,280,1,4,4.37915,50.82734,4.37572,50.86317,2017-04-30T22:00:39,2017-05-01T05:28:50
445,238,1,4,4.37327,50.86558,4.36495,50.86974,2017-04-30T22:00:33,2017-05-01T05:29:39
510,288,1,4,4.37668,50.82302,4.36256,50.87258,2017-04-30T22:00:22,2017-05-01T05:39:57
296,505,3,4,4.36815,50.8611,4.36028,50.84284,2017-04-30T22:07:06,2017-05-01T05:45:32
275,446,2,4,4.37306,50.87818,4.37923,50.86481,2017-04-30T22:05:00,2017-05-01T05:46:24
423,261,2,4,4.36469,50.8701,4.36122,50.83891,2017-04-30T22:01:28,2017-05-01T05:47:03
177,408,1,4,4.37124,50.8476,4.36632,50.86643,2017-04-30T22:02:23,2017-05-01T05:51:30
106,305,0,4,4.37814,50.85944,4.36422,50.85514,2017-04-30T22:01:18,2017-05-01T05:53:32
210,533,0,4,4.37391,50.87183,4.37101,50.86125,2017-04-30T23:21:46,2017-05-01T05:54:13
366,322,2,4,4.37377,50.86774,4.37924,50.83097,2017-04-30T22:08:07,2017-05-01T05:57:21
555,48,2,4,4.37577,50.86854,4.36606,50.86548,2017-04-30T22:02:35,2017-05-01T05:59:09
412,313,2,4,4.37286,50.82489,4.36408,50.8316,2017-04-30T23:01:02,2017-05-01T05:59:40
165,99,1,4,4.36171,50.84196,4.37057,50.82513,2017-04-30T22:01:12,2017-05-01T06:02:17
474,164,0,4,4.37895,50.82573,4.36713,50.84562,2017-04-30T22:05:11,2017-05-01T06:04:02
491,484,2,4,4.3749,50.82662,4.36693,50.83997,2017-04-30T22:04:06,2017-05-01T06:04:29
150,281,2,4,4.36583,50.83415,4.37679,50.85487,2017-04-30T22:09:43,2017-05-01T06:10:59
188,112,2,4,4.3795,50.84952,4.37625,50.84906,2017-04-30T22:04:44,2017-05-01T06:13:49
256,56,1,4,4.36785,50.83115,4.36522,50.84568,2017-04-30T23:33:44,2017-05-01T06:14:31
85,131,2,4,4.36214,50.85783,4.37474,50.85871,2017-04-30T22:06:43,2017-05-01T06:15:33
152,351,2,4,4.37934,50.8737,4.36412,50.837,2017-04-30T22:04:48,2017-05-01T06:18:48
54,16,2,4,4.36554,50.8267,4.37306,50.85466,2017-04-30T22:11:14,2017-05-01T06:27:34
126,191,2,4,4.36389,50.86002,4.37201,50.82698,2017-04-30T23:37:25,2017-05-01T06:28:40
22,413,1,4,4.36133,50.83493,4.36258,50.83205,2017-04-30T22:02:06,2017-05-01T06:30:38
427,347,2,4,4.37681,50.84612,4.36541,50.86843,2017-04-30T22:09:38,2017-05-01T06:30:45
493,455,0,4,4.37713,50.87759,4.37773,50.84477,2017-04-30T22:08:32,2017-05-01T06:30:52
400,264,1,4,4.37866,50.85892,4.37772,50.86549,2017-04-30T23:46:24,2017-05-01T06:31:21
465,59,0,4,4.36552,50.83303,4.36055,50.82963,2017-04-30T23:31:41,2017-05-01T06:34:58
458,304,3,4,4.36371,50.84419,4.37016,50.85531,2017-04-30T23:21:36,2017-05-01T06:35:42
118,421,2,4,4.36514,50.87981,4.36407,50.83245,2017-04-30T22:02:55,2017-05-01T06:36:01
141,296,0,4,4.36082,50.86539,4.37259,50.85748,2017-04-30T22:04:16,2017-05-01T06:40:22
284,13,2,4,4.36383,50.8655,4.37347,50.85304,2017-04-30T23:47:30,2017-05-01T06:42:49
557,390,3,4,4.36036,50.86816,4.37787,50.87432,2017-04-30T22:10:57,2017-05-01T06:48:15
167,477,3,4,4.37466,50.83543,4.37692,50.82462,2017-04-30T23:30:41,2017-05-01T06:51:26
240,23,0,4,4.36279,50.86997,4.36279,50.85052,2017-04-30T22:08:59,2017-05-01T06:51:56
93,207,2,4,4.36161,50.84094,4.376,50.85166,2017-04-30T22:00:24,2017-05-01T06:52:18
401,459,0,4,4.37831,50.82906,4.3788,50.86742,2017-04-30T22:00:13,2017-05-01T06:52:44
157,391,1,4,4.36847,50.84261,4.36027,50.8408,2017-04-30T22:49:25,2017-05-01T06:55:25
200,116,3,4,4.36018,50.87487,4.37096,50.83292,2017-04-30T22:00:13,2017-05-01T06:56:31
168,269,1,4,4.36708,50.85804,4.36137,50.84107,2017-04-30T22:03:11,2017-05-01T06:57:58
599,464,0,4,4.36502,50.82489,4.37559,50.85908,2017-04-30T22:05:04,2017-05-01T06:59:52
264,260,1,4,4.37917,50.83364,4.37157,50.84684,2017-05-01T23:55:03,2017-05-02T05:01:15
12,139,1,4,4.37974,50.84697,4.36377,50.86663,2017-05-01T22:05:04,2017-05-02T05:02:05
480,410,3,4,4.37666,50.87592,4.36027,50.84133,2017-05-01T22:09:58,2017-05-02T05:03:20
212,371,2,4,4.37155,50.8318,4.37384,50.87847,2017-05-01T22:00:30,2017-05-02T05:09:13
449,213,0,4,4.37428,50.86318,4.36594,50.85328,2017-05-01T23:14:14,2017-05-02T05:13:37
415,303,3,4,4.36921,50.82777,4.36698,50.86959,2017-05-01T23:18:56,2017-05-02T05:16:00
117,539,0,4,4.3606,50.84793,4.37499,50.82527,2017-05-01T22:02:19,2017-05-02T05:17:26
27,310,1,4,4.36916,50.83585,4.37515,50.83867,2017-05-01T23:08:01,2017-05-02T05:19:54
218,45,2,4,4.37747,50.84763,4.36571,50.85258,2017-05-01T22:01:00,2017-05-02T05:24:04
11,292,1,4,4.37095,50.84161,4.37482,50.82182,2017-05-01T23:41:57,2017-05-02T05:25:04
79,377,1,4,4.37913,50.83745,4.37876,50.83338,2017-05-01T22:11:20,2017-05-02T05:27:48
450,286,3,4,4.37517,50.83247,4.36796,50.83517,2017-05-01T23:45:33,2017-05-02T05:37:21
211,366,2,4,4.37803,50.82514,4.36422,50.84013,2017-05-01T22:08:46,2017-05-02T05:37:37
331,428,0,4,4.37519,50.8219,4.36719,50.83306,2017-05-01T22:02:59,2017-05-02T05:40:48
50,103,2,4,4.37243,50.85525,4.37023,50.8542,2017-05-01T22:00:10,2017-05-02T05:43:10
492,71,0,4,4.37937,50.86773,4.37434,50.86776,2017-05-01T23:27:58,2017-05-02T05:44:38
564,98,1,4,4.37897,50.86258,4.36795,50.86404,2017-05-01T22:01:58,2017-05-02T05:50:42
263,220,0,4,4.3687,50.82743,4.37236,50.84513,2017-05-01T23:54:01,2017-05-02T05:50:49
368,529,1,4,4.36158,50.86563,4.36251,50.8725,2017-05-01T22:03:57,2017-05-02T05:51:51
168,325,3,4,4.36816,50.87681,4.37092,50.87941,2017-05-01T22:04:31,2017-05-02T05:57:49
317,49,3,4,4.37932,50.84731,4.37811,50.84001,2017-05-01T22:18:15,2017-05-02T06:01:43
110,143,2,4,4.37729,50.8587,4.3767,50.86921,2017-05-01T23:37:21,2017-05-02T06:02:14
125,404,2,4,4.36637,50.85582,4.36699,50.82355,2017-05-01T22:01:09,2017-05-02T06:15:59
417,50,3,4,4.37778,50.87717,4.36468,50.87415,2017-05-01T22:09:31,2017-05-02T06:16:30
6,8,2,4,4.36905,50.8644,4.37039,50.84609,2017-05-01T23:28:04,2017-05-02T06:18:05
210,371,0,4,4.37815,50.86184,4.37746,50.82687,2017-05-01T22:06:23,2017-05-02T06:21:01
307,13,2,4,4.36316,50.87166,4.36747,50.84999,2017-05-01T23:54:25,2017-05-02T06:29:06
28,463,2,4,4.36402,50.83347,4.36993,50.86255,2017-05-01T22:01:55,2017-05-02T06:30:25
499,18,0,4,4.36858,50.82523,4.3696,50.83252,2017-05-01T22:01:29,2017-05-02T06:31:53
188,286,3,4,4.37625,50.84906,4.37579,50.83706,2017-05-01T22:05:21,2017-05-02T06:33:02
60,305,2,4,4.37283,50.86176,4.36939,50.82218,2017-05-01T22:03:46,2017-05-02T06:39:06
482,395,0,4,4.37529,50.85759,4.36414,50.85343,2017-05-01T22:02:41,2017-05-02T06:40:47
247,522,0,4,4.37316,50.85015,4.37276,50.82571,2017-05-01T22:07:45,2017-05-02T06:40:50
134,93,0,4,4.37443,50.82069,4.37995,50.86055,2017-05-01T22:01:46,2017-05-02T06:42:29
270,71,2,4,4.36359,50.82915,4.37307,50.86553,2017-05-01T22:04:13,2017-05-02T06:46:39
32,259,3,4,4.36557,50.82246,4.37421,50.87972,2017-05-01T22:01:53,2017-05-02T06:47:11
411,380,1,4,4.37356,50.86056,4.36346,50.82562,2017-05-01T22:05:03,2017-05-02T06:48:41
321,415,3,4,4.36437,50.82836,4.36779,50.84707,2017-05-01T22:06:43,2017-05-02T06:53:33
485,228,2,4,4.36056,50.82712,4.36728,50.82894,2017-05-01T22:01:37,2017-05-02T06:55:51
493,20,2,4,4.36433,50.85325,4.37673,50.84589,2017-05-01T23:01:47,2017-05-02T06:58:16
322,513,0,4,4.37815,50.86188,4.37315,50.82807,2017-05-02T22:00:36,2017-05-03T05:01:53
483,314,3,4,4.36197,50.84051,4.37039,50.87815,2017-05-02T22:23:23,2017-05-03T05:05:05
276,155,2,4,4.37844,50.83576,4.36735,50.8694,2017-05-02T22:03:27,2017-05-03T05:08:45
550,308,3,4,4.37951,50.82815,4.37177,50.82826,2017-05-02T23:32:38,2017-05-03T05:09:34
196,263,2,4,4.36052,50.85023,4.36503,50.86582,2017-05-02T22:43:22,2017-05-03T05:10:50
132,475,1,4,4.36112,50.84393,4.37072,50.82912,2017-05-02T23:05:02,2017-05-03T05:13:14
341,331,2,4,4.3622,50.83452,4.37621,50.82136,2017-05-02T22:04:26,2017-05-03T05:17:48
405,41,1,4,4.37061,50.87161,4.36675,50.82441,2017-05-02T22:03:04,2017-05-03T05:18:00
254,254,3,4,4.3747,50.83662,4.36865,50.87361,2017-05-02T22:01:11,2017-05-03T05:20:36
519,68,1,4,4.36072,50.86404,4.37838,50.83949,2017-05-02T22:08:04,2017-05-03T05:22:05
446,327,0,4,4.37921,50.87347,4.3715,50.87583,2017-05-02T22:53:17,2017-05-03T05:22:19
526,147,3,4,4.37724,50.85329,4.37335,50.83166,2017-05-02T22:02:42,2017-05-03T05:26:12
144,176,0,4,4.37003,50.84311,4.37995,50.84349,2017-05-02T22:57:53,2017-05-03T05:28:29
89,430,2,4,4.37233,50.87719,4.37255,50.87601,2017-05-02T22:24:52,2017-05-03T05:29:03
70,200,1,4,4.37634,50.83965,4.37482,50.84812,2017-05-02T22:01:50,2017-05-03T05:29:16
253,398,1,4,4.37626,50.84814,4.37616,50.83951,2017-05-02T22:02:19,2017-05-03T05:29:22
498,351,3,4,4.36838,50.87295,4.36721,50.82528,2017-05-02T22:03:51,2017-05-03T05:30:20
409,423,1,4,4.37741,50.85,4.37042,50.86843,2017-05-02T22:02:15,2017-05-03T05:31:46
592,322,3,4,4.37595,50.83207,4.36787,50.86035,2017-05-02T22:06:19,2017-05-03T05:33:24
98,158,3,4,4.36038,50.83814,4.36399,50.86904,2017-05-02T23:46:21,2017-05-03T05:38:36
123,327,1,4,4.36849,50.82862,4.37348,50.87277,2017-05-02T22:00:50,2017-05-03T05:44:12
442,172,1,4,4.36214,50.87188,4.37709,50.85609,2017-05-02T22:05:36,2017-05-03T05:48:07
534,44,1,4,4.36134,50.83191,4.36499,50.83492,2017-05-02T22:08:10,2017-05-03T05:50:22
382,35,2,4,4.37809,50.84088,4.37795,50.84942,2017-05-02T22:08:48,2017-05-03T05:50:44
428,191,0,4,4.36631,50.82623,4.36421,50.84066,2017-05-02T23:14:40,2017-05-03T05:51:36
146,90,2,4,4.37863,50.83337,4.37732,50.82887,2017-05-02T22:05:09,2017-05-03T05:55:41
345,317,3,4,4.37951,50.84851,4.36104,50.85686,2017-05-02T22:01:41,2017-05-03T06:00:15
548,223,0,4,4.36777,50.85732,4.37804,50.86662,2017-05-02T22:00:09,2017-05-03T06:01:50
230,115,3,4,4.37861,50.8246,4.37046,50.87497,2017-05-02T22:02:05,2017-05-03T06:02:34
574,534,0,4,4.37556,50.87276,4.36288,50.85323,2017-05-02T22:04:24,2017-05-03T06:03:39
392,122,2,4,4.36867,50.86067,4.37105,50.84847,2017-05-02T22:03:08,2017-05-03T06:04:37
587,128,3,4,4.36222,50.87462,4.36374,50.84881,2017-05-02T22:04:41,2017-05-03T06:07:26
142,229,2,4,4.36212,50.86323,4.37055,50.87819,2017-05-02T22:00:40,2017-05-03T06:09:38
301,376,1,4,4.37727,50.87054,4.36207,50.86287,2017-05-02T22:00:08,2017-05-03T06:11:05
242,333,2,4,4.37247,50.84219,4.3619,50.83914,2017-05-02T22:07:11,2017-05-03T06:11:45
482,120,1,4,4.36414,50.85343,4.36908,50.8479,2017-05-02T22:02:57,2017-05-03T06:17:55
328,229,3,4,4.37384,50.86241,4.36825,50.87424,2017-05-02T22:01:03,2017-05-03T06:21:11
222,390,0,4,4.36424,50.85001,4.37812,50.83133,2017-05-02T22:01:56,2017-05-03T06:22:57
208,325,3,4,4.37794,50.87332,4.3764,50.84532,2017-05-02T23:43:32,2017-05-03T06:23:01
491,253,0,4,4.37224,50.83529,4.36421,50.82854,2017-05-02T22:03:37,2017-05-03T06:26:55
174,115,3,4,4.3791,50.86785,4.36773,50.8662,2017-05-02T22:13:04,2017-05-03T06:28:48
370,241,2,4,4.36185,50.85162,4.36721,50.84628,2017-05-02T23:51:06,2017-05-03T06:28:59
36,457,1,4,4.37363,50.86991,4.37752,50.83374,2017-05-02T23:15:36,2017-05-03T06:34:29
282,101,1,4,4.37932,50.85489,4.37667,50.84678,2017-05-02T22:04:28,2017-05-03T06:37:16
115,47,2,4,4.375,50.84272,4.36826,50.83461,2017-05-02T22:04:44,2017-05-03T06:38:11
321,265,2,4,4.37418,50.87241,4.37517,50.87464,2017-05-02T22:09:45,2017-05-03T06:40:44
398,500,2,4,4.36428,50.8308,4.3611,50.84707,2017-05-02T23:16:42,2017-05-03T06:42:42
246,436,3,4,4.36314,50.84794,4.36508,50.83026,2017-05-02T23:46:20,2017-05-03T06:44:35
537,87,3,4,4.37186,50.83813,4.36098,50.82688,2017-05-02T22:03:21,2017-05-03T06:47:21
81,105,0,4,4.37563,50.85616,4.37463,50.86999,2017-05-02T23:11:40,2017-05-03T06:47:28
562,540,3,4,4.36376,50.84968,4.37592,50.83553,2017-05-02T22:02:27,2017-05-03T06:48:32
157,306,3,4,4.36981,50.83575,4.37869,50.85905,2017-05-02T22:17:42,2017-05-03T06:49:15
364,392,3,4,4.36885,50.87188,4.37292,50.87568,2017-05-02T22:01:42,2017-05-03T06:50:22
133,284,1,4,4.37986,50.84151,4.36872,50.84649,2017-05-02T22:00:58,2017-05-03T06:51:07
251,406,2,4,4.36324,50.86025,4.36956,50.8207,2017-05-02T22:04:12,2017-05-03T06:51:25
57,323,1,4,4.36369,50.84186,4.36097,50.83561,2017-05-02T22:01:28,2017-05-03T06:58:47
130,451,3,4,4.37005,50.83699,4.36644,50.87915,2017-05-03T22:00:32,2017-05-04T05:00:32
454,365,0,4,4.36834,50.84469,4.36448,50.87982,2017-05-03T23:36:58,2017-05-04T05:00:58
598,358,1,4,4.37506,50.84768,4.37373,50.87171,2017-05-03T22:10:06,2017-05-04T05:02:26
129,405,3,4,4.36135,50.83855,4.3799,50.85693,2017-05-03T23:33:48,2017-05-04T05:02:45
430,481,0,4,4.37947,50.85544,4.36023,50.85217,2017-05-03T23:25:48,2017-05-04T05:02:48
533,22,3,4,4.36085,50.84465,4.36501,50.84855,2017-05-03T22:06:35,2017-05-04T05:04:05
277,500,0,4,4.36382,50.82165,4.36614,50.86992,2017-05-03T22:05:07,2017-05-04T05:04:09
191,491,0,4,4.37804,50.82624,4.3789,50.83602,2017-05-03T22:00:45,2017-05-04T05:05:47
176,390,3,4,4.36973,50.84577,4.3614,50.85166,2017-05-03T22:02:19,2017-05-04T05:06:02
348,412,1,4,4.36547,50.83758,4.36853,50.85642,2017-05-03T22:04:07,2017-05-04T05:08:06
268,280,3,4,4.37325,50.84196,4.37992,50.84179,2017-05-03T23:43:46,2017-05-04T05:08:22
396,190,0,4,4.37584,50.85875,4.36646,50.82038,2017-05-03T22:00:22,2017-05-04T05:10:53
9,386,2,4,4.37348,50.84603,4.36741,50.86373,2017-05-03T22:59:53,2017-05-04T05:11:01
571,411,1,4,4.37371,50.87898,4.37992,50.87084,2017-05-03T22:01:33,2017-05-04T05:12:15
252,16,1,4,4.37991,50.87718,4.36808,50.82204,2017-05-03T22:04:08,2017-05-04T05:14:26
561,73,0,4,4.37645,50.82691,4.37283,50.83956,2017-05-03T22:07:38,2017-05-04T05:19:37
484,178,3,4,4.36056,50.87799,4.37712,50.87299,2017-05-03T22:01:16,2017-05-04T05:20:17
580,527,1,4,4.37266,50.82865,4.37152,50.86031,2017-05-03T22:00:07,2017-05-04T05:22:43
302,514,3,4,4.36692,50.85977,4.3799,50.82524,2017-05-03T23:15:30,2017-05-04T05:28:27
547,137,3,4,4.36878,50.86832,4.36445,50.84982,2017-05-03T23:11:26,2017-05-04T05:30:59
18,207,3,4,4.36239,50.85846,4.3633,50.8516,2017-05-03T23:20:01,2017-05-04T05:31:53
242,466,1,4,4.3624,50.85697,4.36778,50.8716,2017-05-03T23:09:15,2017-05-04T05:33:37
54,482,3,4,4.36801,50.85489,4.37982,50.84247,2017-05-03T23:55:40,2017-05-04T05:33:42
599,494,0,4,4.37471,50.82832,4.36523,50.83874,2017-05-03T22:00:37,2017-05-04T05:34:22
354,4,3,4,4.37022,50.87573,4.37481,50.862,2017-05-03T22:00:24,2017-05-04T05:36:58
331,129,0,4,4.377,50.82904,4.36148,50.85069,2017-05-03T22:01:25,2017-05-04T05:38:05
145,153,1,4,4.37306,50.82616,4.37192,50.83302,2017-05-03T23:36:25,2017-05-04T05:38:13
567,368,0,4,4.37821,50.84096,4.36755,50.84112,2017-05-03T22:00:15,2017-05-04T05:39:04
292,364,2,4,4.3716,50.82027,4.36261,50.85166,2017-05-03T22:03:27,2017-05-04T05:40:14
463,455,1,4,4.37883,50.84103,4.36734,50.83183,2017-05-03T22:02:04,2017-05-04T05:42:16
171,129,1,4,4.36209,50.82712,4.36524,50.84882,2017-05-03T22:17:40,2017-05-04T05:43:10
525,292,2,4,4.36021,50.87804,4.36814,50.87317,2017-05-03T22:01:44,2017-05-04T05:45:10
148,459,3,4,4.37327,50.82172,4.3761,50.8471,2017-05-03T22:51:54,2017-05-04T05:45:19
275,329,2,4,4.37933,50.87851,4.37673,50.85988,2017-05-03T22:03:40,2017-05-04T05:46:11
441,4,2,4,4.37756,50.85325,4.36048,50.86132,2017-05-03T23:11:26,2017-05-04T05:47:31
56,461,0,4,4.37292,50.83709,4.36574,50.87794,2017-05-03T22:52:20,2017-05-04T05:50:09
514,225,3,4,4.37316,50.87342,4.36061,50.83554,2017-05-03T23:54:22,2017-05-04T05:51:24
179,104,0,4,4.37864,50.86188,4.36039,50.85183,2017-05-03T22:09:34,2017-05-04T05:52:04
340,118,0,4,4.36272,50.86667,4.36762,50.83355,2017-05-03T23:13:01,2017-05-04T05:53:36
544,153,0,4,4.37092,50.8525,4.37009,50.84862,2017-05-03T23:31:33,2017-05-04T05:57:34
270,406,0,4,4.37035,50.82186,4.37603,50.8323,2017-05-03T23:35:35,2017-05-04T05:57:48
62,297,0,4,4.3779,50.83692,4.37117,50.85355,2017-05-03T22:11:48,2017-05-04T05:58:15
298,310,0,4,4.36739,50.828,4.36699,50.85568,2017-05-03T23:29:00,2017-05-04T05:59:56
225,380,0,4,4.36192,50.85541,4.37016,50.87723,2017-05-03T23:07:51,2017-05-04T06:03:24
455,57,2,4,4.36506,50.86664,4.36711,50.84704,2017-05-03T22:06:09,2017-05-04T06:08:58
480,100,1,4,4.36019,50.86858,4.36374,50.87466,2017-05-03T22:00:11,2017-05-04T06:09:12
239,103,1,4,4.36462,50.84038,4.36957,50.82199,2017-05-03T22:09:17,2017-05-04T06:10:07
6,76,1,4,4.37847,50.84931,4.36994,50.83025,2017-05-03T23:42:05,2017-05-04T06:10:13
256,105,0,4,4.3769,50.85187,4.37101,50.8332,2017-05-03T22:01:21,2017-05-04T06:12:26
224,296,2,4,4.36603,50.82565,4.37702,50.83052,2017-05-03T23:20:45,2017-05-04T06:17:11
513,270,1,4,4.36466,50.83386,4.36734,50.85042,2017-05-03T22:11:39,2017-05-04T06:18:36
471,516,3,4,4.37545,50.8397,4.36791,50.84983,2017-05-03T22:01:35,2017-05-04T06:26:46
95,311,3,4,4.36376,50.87685,4.36745,50.83487,2017-05-03T23:34:52,2017-05-04T06:27:12
467,413,2,4,4.36107,50.86837,4.37404,50.86678,2017-05-03T22:04:09,2017-05-04T06:27:52
182,71,1,4,4.36525,50.86267,4.36074,50.84894,2017-05-03T23:17:00,2017-05-04T06:28:17
207,524,3,4,4.37545,50.86778,4.36546,50.87022,2017-05-03T22:58:03,2017-05-04T06:28:24
492,326,0,4,4.36581,50.87933,4.37598,50.87643,2017-05-03T22:00:33,2017-05-04T06:28:24
393,208,3,4,4.37859,50.85985,4.37989,50.85932,2017-05-03T23:41:14,2017-05-04T06:33:44
89,234,2,4,4.36129,50.83225,4.3741,50.82267,2017-05-03T23:29:47,2017-05-04T06:36:44
